Name,IsAlternative?,Party,IsChairperson?,Committee
"Abram, Mr S",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Bhengu, Mr F",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Burgess, Mr C",False,ANC,True,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Jacobus, Ms L",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Maake, Mr JJ",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Maziya, Mr AM",True,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Mgabadeli, Ms HC",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Sonto, Mr MR",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Thibedi, Mr JD",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Williams-De Bruyn, Ms ST",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Maynier, Mr D",False,DA,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Stubbe, Mr DJ",False,DA,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Msimang, Prof CT",True,IFP,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA)
"Adams, Mr F",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Boroto, Ms MG",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Chaane, Mr TE",True,ANC,True,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Digkale, Ms MC",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Mncube,Ms BV",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Montsitsi, Mr SD",False,ANC,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Bloem, Mr DV",False,COPE,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Bekker, Mr JM",False,DA,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Gunda, Mr JJ",False,ID,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Zulu, Prince M",False,IFP,False,Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP)
"Boroto, Ms MG",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Chaane, Mr TE",True,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Matila, Mr AG",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Mazosiwe, Mr SS",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Mofokeng, Mr TM",True,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Ntwanambi, Ms ND",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Nzimande, Mr LP",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Rantho, Ms DZ",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Tau, Mr RJ",False,ANC,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Bloem, Mr DV",False,COPE,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Lees, Mr RA",False,DA,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Worth, Mr DA",False,DA,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Gunda, Mr JJ",False,ID,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Zulu, Prince M",False,IFP,False,Ad Hoc Committee on Protection of State Information Bill (NCOP)
"Cele, Mr MA",False,ANC,False,AdHoc Committee on 1913 Land Act
"Dambuza, Ms BN",False,ANC,False,AdHoc Committee on 1913 Land Act
"Johnson, Mr M",False,ANC,False,AdHoc Committee on 1913 Land Act
"Mabuza, Ms MC",False,ANC,False,AdHoc Committee on 1913 Land Act
"Mavunda, Mr DW",False,ANC,False,AdHoc Committee on 1913 Land Act
"Moss, Ms LN",False,ANC,False,AdHoc Committee on 1913 Land Act
"Ngcengwane, Ms ND",False,ANC,False,AdHoc Committee on 1913 Land Act
"Nhlengethwa, Ms DG",False,ANC,False,AdHoc Committee on 1913 Land Act
"Sosibo, Ms JE",False,ANC,False,AdHoc Committee on 1913 Land Act
"Sunduza, Ms TB",False,ANC,False,AdHoc Committee on 1913 Land Act
"Twala, Ms NM",False,ANC,False,AdHoc Committee on 1913 Land Act
"Botha, Mr T",True,COPE,False,AdHoc Committee on 1913 Land Act
"Njobe, Ms MA",False,COPE,False,AdHoc Committee on 1913 Land Act
"Ramatlakane, Mr L",False,COPE,False,AdHoc Committee on 1913 Land Act
"Dreyer, Ms AM",False,DA,False,AdHoc Committee on 1913 Land Act
"Mokgalapa, Mr S",False,DA,False,AdHoc Committee on 1913 Land Act
"Steenhuisen, Mr JH",False,DA,False,AdHoc Committee on 1913 Land Act
"Steyn, Mr AC",False,DA,False,AdHoc Committee on 1913 Land Act
"Van den Berg, Mr NJ",True,DA,False,AdHoc Committee on 1913 Land Act
"Cebekhulu, Mr RN",True,IFP,False,AdHoc Committee on 1913 Land Act
"Ramodibe, Ms DM",False,ANC,False,Appointment of Public Protector
